
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-08-15 11:04:46 /api/v1/auth/login ....................................................................... ~ 1s
  2026-08-15 11:04:47 /api/v1/notifications/stream ....................................................... ~ 529.22ms
  2026-08-15 11:04:48 /api/v1/notifications/unread-count ....................................................... ~ 1s
  2026-08-15 11:04:48 /api/v1/general-manager/purchase-orders .................................................. ~ 1s
  2026-08-15 11:04:49 /api/v1/general-manager/purchase-orders ............................................ ~ 500.02ms
  2026-08-15 11:04:49 /api/v1/notifications/stream ............................................................. ~ 1s
  2026-08-15 11:04:49 /api/v1/notifications/unread-count ....................................................... ~ 1s
  2026-08-15 11:04:50 /api/v1/general-manager/purchase-orders .................................................. ~ 1s
  2026-08-15 11:04:51 /api/v1/auth/logout ...................................................................... ~ 1s
  2026-08-15 11:04:51 /api/v1/notifications/unread-count ....................................................... ~ 1s
  2026-08-15 11:04:52 /api/v1/general-manager/purchase-orders .................................................. ~ 1s
  2026-08-15 11:04:52 /api/v1/notifications/unread-count ....................................................... ~ 1s
  2026-08-15 11:04:54 /api/v1/auth/login ....................................................................... ~ 1s
  2026-08-15 11:04:55 /api/v1/notifications/stream ....................................................... ~ 513.67ms
  2026-08-15 11:04:56 /api/v1/notifications/unread-count ................................................. ~ 507.87ms
  2026-08-15 11:04:56 /api/v1/admin/users ...................................................................... ~ 1s
  2026-08-15 11:04:57 /api/v1/admin/departments ................................................................ ~ 1s
  2026-08-15 11:04:57 /api/v1/admin/items ...................................................................... ~ 1s
  2026-08-15 11:04:58 /api/v1/procurement/suppliers-manage ..................................................... ~ 1s
  2026-08-15 11:04:58 /api/v1/admin/users ...................................................................... ~ 1s
  2026-08-15 11:04:59 /api/v1/admin/departments .......................................................... ~ 513.94ms
  2026-08-15 11:04:59 /api/v1/admin/items ................................................................ ~ 512.34ms
  2026-08-15 11:04:59 /api/v1/notifications/stream ............................................................. ~ 1s
  2026-08-15 11:05:00 /api/v1/notifications/unread-count ....................................................... ~ 1s
  2026-08-15 11:05:00 /api/v1/admin/users ...................................................................... ~ 1s
  2026-08-15 11:05:01 /api/v1/admin/departments ................................................................ ~ 1s
  2026-08-15 11:05:01 /api/v1/admin/items ...................................................................... ~ 1s
  2026-08-15 11:05:02 /api/v1/procurement/suppliers-manage ..................................................... ~ 1s
  2026-08-15 11:05:02 /api/v1/notifications/unread-count ....................................................... ~ 1s
  2026-08-15 11:05:03 /api/v1/notifications/stream ............................................................. ~ 1s
  2026-08-15 11:05:04 /api/v1/admin/users ...................................................................... ~ 1s
  2026-08-15 11:05:04 /api/v1/admin/departments ................................................................ ~ 1s
  2026-08-15 11:05:05 /api/v1/admin/items ...................................................................... ~ 1s
  2026-08-15 11:05:05 /api/v1/auth/logout ...................................................................... ~ 1s
  2026-08-15 11:05:06 /api/v1/notifications/unread-count ....................................................... ~ 1s
  2026-08-15 11:05:06 /api/v1/admin/users ...................................................................... ~ 1s
  2026-08-15 11:05:07 /api/v1/admin/departments ................................................................ ~ 1s
  2026-08-15 11:05:10 /api/v1/auth/login ....................................................................... ~ 1s
  2026-08-15 11:05:11 /api/v1/notifications/stream ....................................................... ~ 500.80ms
  2026-08-15 11:05:11 /api/v1/notifications/unread-count ................................................. ~ 505.81ms
  2026-08-15 11:05:11 /api/v1/procurement/purchase-requests .............................................. ~ 507.36ms
  2026-08-15 11:05:12 /api/v1/procurement/approved-purchase-requests ..................................... ~ 506.15ms
  2026-08-15 11:05:12 /api/v1/procurement/purchase-orders ................................................ ~ 506.20ms
  2026-08-15 11:05:12 /api/v1/procurement/suppliers-manage ............................................... ~ 499.96ms
  2026-08-15 11:05:13 /api/v1/procurement/analytics ...................................................... ~ 499.31ms
  2026-08-15 11:05:13 /api/v1/notifications/stream ....................................................... ~ 501.44ms
  2026-08-15 11:05:13 /api/v1/notifications/unread-count ....................................................... ~ 1s
  2026-08-15 11:05:13 /api/v1/procurement/purchase-requests .................................................... ~ 1s
  2026-08-15 11:05:14 /api/v1/procurement/approved-purchase-requests ........................................... ~ 1s
  2026-08-15 11:05:14 /api/v1/procurement/purchase-orders ...................................................... ~ 1s
  2026-08-15 11:05:15 /api/v1/procurement/suppliers-manage ..................................................... ~ 1s
  2026-08-15 11:05:15 /api/v1/procurement/analytics ...................................................... ~ 506.76ms
